K-CORES (!= 0).....
Node 102 => k-core: 1; degree: 1
[k-core 230]:= 
[k-core 231]:= 
[k-core 232]:= 
[k-core 233]:= 
[k-core 234]:= 
[k-core 235]:= 
[k-core 236]:= 
[k-core 237]:= 
[k-core 238]:= 
[k-core 239]:= 
[k-core 240]:= 
[k-core 241]:= 
[k-core 242]:= 
[k-core 243]:= 
[k-core 244]:= 
[k-core 245]:= 
[k-core 246]:= 
[k-core 247]:= 
[k-core 248]:= 
[k-core 249]:= 
[k-core 250]:= 
[k-core 251]:= 
[k-core 252]:= 
[k-core 253]:= 
[k-core 254]:= 
[k-core 255]:= 
[k-core 256]:= 
[k-core 257]:= 
[k-core 258]:= 
[k-core 259]:= 
[k-core 260]:= 
[k-core 261]:= 
[k-core 262]:= 
[k-core 263]:= 
[k-core 264]:= 
[k-core 265]:= 
[k-core 266]:= 
[k-core 267]:= 
[k-core 268]:= 
[k-core 269]:= 
[k-core 270]:= 
[k-core 271]:= 
[k-core 272]:= 
[k-core 273]:= 
[k-core 274]:= 
[k-core 275]:= 
[k-core 276]:= 
[k-core 277]:= 
[k-core 278]:= 
[k-core 279]:= 
[k-core 280]:= 
[k-core 281]:= 
[k-core 282]:= 
[k-core 283]:= 
[k-core 284]:= 
[k-core 285]:= 
[k-core 286]:= 
[k-core 287]:= 
[k-core 288]:= 
[k-core 289]:= 
[k-core 290]:= 
[k-core 291]:= 
[k-core 292]:= 
[k-core 293]:= 
[k-core 294]:= 
[k-core 295]:= 
[k-core 296]:= 
[k-core 297]:= 
[k-core 298]:= 
[k-core 299]:= 
[k-core 300]:= 
[k-core 301]:= 
[k-core 302]:= 
[k-core 303]:= 
[k-core 304]:= 
[k-core 305]:= 
[k-core 306]:= 
[k-core 307]:= 
[k-core 308]:= 
[k-core 309]:= 
[k-core 310]:= 
[k-core 311]:= 
[k-core 312]:= 
[k-core 313]:= 
[k-core 314]:= 
[k-core 315]:= 
[k-core 316]:= 
[k-core 317]:= 
[k-core 318]:= 
[k-core 319]:= 
[k-core 320]:= 
[k-core 321]:= 
[k-core 322]:= 
[k-core 323]:= 
[k-core 324]:= 
[k-core 325]:= 
[k-core 326]:= 
[k-core 327]:= 
[k-core 328]:= 
[k-core 329]:= 
[k-core 330]:= 
[k-core 331]:= 
[k-core 332]:= 
[k-core 333]:= 
[k-core 334]:= 
[k-core 335]:= 
[k-core 336]:= 
[k-core 337]:= 
[k-core 338]:= 
[k-core 339]:= 
[k-core 340]:= 
[k-core 341]:= 
[k-core 342]:= 
[k-core 343]:= 
[k-core 344]:= 
[k-core 345]:= 
[k-core 346]:= 
[k-core 347]:= 
[k-core 348]:= 
[k-core 349]:= 
[k-core 350]:= 
[k-core 351]:= 

