K-CORES (!= 0).....
Node 1 => k-core: 16; degree: 26
Node 765 => k-core: 14; degree: 15
Node 766 => k-core: 25; degree: 139
Node 767 => k-core: 25; degree: 67
Node 769 => k-core: 25; degree: 85
Node 770 => k-core: 25; degree: 94
Node 771 => k-core: 24; degree: 39
Node 772 => k-core: 24; degree: 36
Node 773 => k-core: 24; degree: 37
Node 774 => k-core: 16; degree: 17
Node 775 => k-core: 25; degree: 96
Node 776 => k-core: 24; degree: 32
Node 777 => k-core: 18; degree: 20
Node 778 => k-core: 25; degree: 65
Node 779 => k-core: 18; degree: 18
Node 780 => k-core: 25; degree: 130
Node 781 => k-core: 25; degree: 71
Node 782 => k-core: 25; degree: 51
Node 783 => k-core: 25; degree: 93
Node 784 => k-core: 25; degree: 59
Node 785 => k-core: 24; degree: 42
Node 786 => k-core: 25; degree: 60
Node 787 => k-core: 21; degree: 24
Node 788 => k-core: 24; degree: 32
Node 789 => k-core: 13; degree: 13
Node 790 => k-core: 21; degree: 26
Node 791 => k-core: 21; degree: 23
Node 792 => k-core: 19; degree: 22
Node 793 => k-core: 10; degree: 10
Node 794 => k-core: 24; degree: 35
Node 795 => k-core: 25; degree: 59
Node 796 => k-core: 25; degree: 60
Node 797 => k-core: 25; degree: 66
Node 798 => k-core: 25; degree: 43
Node 799 => k-core: 18; degree: 19
Node 800 => k-core: 14; degree: 14
Node 801 => k-core: 18; degree: 20
Node 802 => k-core: 23; degree: 34
Node 803 => k-core: 23; degree: 31
Node 804 => k-core: 25; degree: 58
Node 805 => k-core: 25; degree: 53
Node 806 => k-core: 24; degree: 40
Node 807 => k-core: 25; degree: 49
Node 808 => k-core: 23; degree: 30
Node 809 => k-core: 23; degree: 27
Node 810 => k-core: 19; degree: 21
Node 811 => k-core: 25; degree: 50
Node 812 => k-core: 10; degree: 10
Node 813 => k-core: 25; degree: 38
Node 814 => k-core: 25; degree: 127
Node 815 => k-core: 20; degree: 22
Node 816 => k-core: 25; degree: 47
Node 817 => k-core: 17; degree: 17
Node 818 => k-core: 19; degree: 20
Node 819 => k-core: 21; degree: 29
Node 820 => k-core: 21; degree: 29
Node 821 => k-core: 25; degree: 66
Node 822 => k-core: 14; degree: 14
Node 823 => k-core: 25; degree: 70
Node 824 => k-core: 24; degree: 38
Node 825 => k-core: 23; degree: 32
Node 826 => k-core: 17; degree: 17
Node 827 => k-core: 17; degree: 19
Node 828 => k-core: 18; degree: 20
Node 829 => k-core: 18; degree: 23
Node 830 => k-core: 20; degree: 30
Node 831 => k-core: 17; degree: 18
Node 832 => k-core: 20; degree: 25
Node 833 => k-core: 21; degree: 35
Node 834 => k-core: 21; degree: 32
Node 835 => k-core: 21; degree: 29
Node 836 => k-core: 25; degree: 67
Node 837 => k-core: 13; degree: 13
Node 838 => k-core: 11; degree: 12
Node 839 => k-core: 24; degree: 42
Node 840 => k-core: 25; degree: 67
Node 841 => k-core: 22; degree: 24
Node 842 => k-core: 24; degree: 83
Node 843 => k-core: 24; degree: 44
Node 844 => k-core: 23; degree: 36
Node 845 => k-core: 24; degree: 36
Node 846 => k-core: 11; degree: 11
Node 847 => k-core: 22; degree: 35
Node 848 => k-core: 23; degree: 31
Node 849 => k-core: 24; degree: 45
Node 850 => k-core: 13; degree: 13
Node 851 => k-core: 25; degree: 105
Node 852 => k-core: 19; degree: 20
Node 853 => k-core: 23; degree: 44
Node 854 => k-core: 22; degree: 29
Node 855 => k-core: 19; degree: 20
Node 856 => k-core: 24; degree: 45
Node 857 => k-core: 13; degree: 13
Node 858 => k-core: 24; degree: 65
Node 859 => k-core: 24; degree: 58
Node 860 => k-core: 6; degree: 6
Node 861 => k-core: 19; degree: 22
Node 862 => k-core: 24; degree: 62
Node 863 => k-core: 24; degree: 39
Node 864 => k-core: 24; degree: 48
Node 865 => k-core: 13; degree: 14
Node 866 => k-core: 24; degree: 43
Node 867 => k-core: 16; degree: 16
Node 868 => k-core: 24; degree: 34
Node 869 => k-core: 24; degree: 46
Node 870 => k-core: 24; degree: 55
Node 871 => k-core: 12; degree: 12
Node 872 => k-core: 24; degree: 40
Node 873 => k-core: 25; degree: 162
Node 874 => k-core: 24; degree: 46
Node 875 => k-core: 24; degree: 55
Node 876 => k-core: 20; degree: 23
Node 877 => k-core: 23; degree: 32
Node 878 => k-core: 24; degree: 37
Node 879 => k-core: 23; degree: 37
Node 880 => k-core: 24; degree: 33
Node 881 => k-core: 24; degree: 29
Node 882 => k-core: 24; degree: 36
Node 883 => k-core: 21; degree: 22
Node 884 => k-core: 23; degree: 27
Node 885 => k-core: 24; degree: 44
Node 886 => k-core: 14; degree: 15
Node 887 => k-core: 24; degree: 59
Node 888 => k-core: 6; degree: 6
Node 889 => k-core: 17; degree: 18
Node 890 => k-core: 5; degree: 5
Node 891 => k-core: 24; degree: 38
Node 892 => k-core: 24; degree: 38
Node 893 => k-core: 10; degree: 10
Node 894 => k-core: 23; degree: 34
Node 895 => k-core: 25; degree: 65
Node 896 => k-core: 16; degree: 17
Node 897 => k-core: 16; degree: 17
Node 898 => k-core: 15; degree: 16
Node 899 => k-core: 6; degree: 6
Node 900 => k-core: 4; degree: 4
Node 901 => k-core: 25; degree: 96
Node 902 => k-core: 24; degree: 39
Node 903 => k-core: 21; degree: 37
Node 904 => k-core: 17; degree: 21
Node 905 => k-core: 17; degree: 21
Node 906 => k-core: 23; degree: 62
Node 907 => k-core: 17; degree: 18
Node 908 => k-core: 18; degree: 24
Node 909 => k-core: 17; degree: 19
Node 910 => k-core: 20; degree: 41
Node 911 => k-core: 18; degree: 23
Node 912 => k-core: 20; degree: 35
Node 913 => k-core: 20; degree: 34
Node 914 => k-core: 20; degree: 53
Node 915 => k-core: 11; degree: 12
Node 916 => k-core: 10; degree: 10
Node 917 => k-core: 16; degree: 18
Node 918 => k-core: 20; degree: 38
Node 919 => k-core: 17; degree: 23
Node 920 => k-core: 19; degree: 29
Node 921 => k-core: 6; degree: 6
Node 922 => k-core: 17; degree: 19
Node 923 => k-core: 20; degree: 54
Node 924 => k-core: 17; degree: 23
Node 925 => k-core: 19; degree: 36
Node 926 => k-core: 17; degree: 20
Node 927 => k-core: 13; degree: 14
Node 928 => k-core: 16; degree: 18
Node 929 => k-core: 12; degree: 13
Node 930 => k-core: 20; degree: 47
Node 931 => k-core: 20; degree: 37
Node 932 => k-core: 17; degree: 22
Node 933 => k-core: 11; degree: 11
Node 934 => k-core: 5; degree: 5
Node 935 => k-core: 16; degree: 21
Node 936 => k-core: 9; degree: 9
Node 937 => k-core: 17; degree: 25
Node 938 => k-core: 17; degree: 24
Node 939 => k-core: 11; degree: 11
Node 940 => k-core: 20; degree: 49
Node 941 => k-core: 20; degree: 30
Node 942 => k-core: 10; degree: 10
Node 943 => k-core: 10; degree: 10
Node 944 => k-core: 20; degree: 32
Node 945 => k-core: 17; degree: 27
Node 946 => k-core: 6; degree: 6
Node 947 => k-core: 14; degree: 17
Node 948 => k-core: 13; degree: 14
Node 949 => k-core: 14; degree: 16
Node 950 => k-core: 5; degree: 5
Node 951 => k-core: 20; degree: 34
Node 952 => k-core: 12; degree: 12
Node 953 => k-core: 20; degree: 39
Node 954 => k-core: 17; degree: 23
Node 955 => k-core: 13; degree: 13
Node 956 => k-core: 20; degree: 40
Node 957 => k-core: 14; degree: 17
Node 958 => k-core: 17; degree: 19
Node 959 => k-core: 18; degree: 26
Node 960 => k-core: 3; degree: 3
Node 961 => k-core: 17; degree: 22
Node 962 => k-core: 17; degree: 26
Node 963 => k-core: 16; degree: 21
Node 964 => k-core: 11; degree: 11
Node 965 => k-core: 12; degree: 13
Node 966 => k-core: 22; degree: 60
Node 967 => k-core: 16; degree: 21
Node 968 => k-core: 14; degree: 14
Node 969 => k-core: 24; degree: 94
Node 970 => k-core: 19; degree: 32
Node 971 => k-core: 18; degree: 26
Node 972 => k-core: 19; degree: 28
Node 973 => k-core: 21; degree: 42
Node 974 => k-core: 19; degree: 26
Node 975 => k-core: 18; degree: 20
Node 976 => k-core: 18; degree: 20
Node 977 => k-core: 18; degree: 19
Node 978 => k-core: 20; degree: 29
Node 979 => k-core: 19; degree: 28
Node 980 => k-core: 24; degree: 112
Node 981 => k-core: 20; degree: 36
Node 982 => k-core: 20; degree: 28
Node 983 => k-core: 20; degree: 34
Node 984 => k-core: 9; degree: 9
Node 985 => k-core: 8; degree: 8
Node 986 => k-core: 9; degree: 10
Node 987 => k-core: 20; degree: 33
Node 989 => k-core: 22; degree: 51
Node 990 => k-core: 23; degree: 52
Node 991 => k-core: 19; degree: 23
Node 992 => k-core: 23; degree: 62
Node 993 => k-core: 19; degree: 21
Node 994 => k-core: 16; degree: 17
Node 995 => k-core: 20; degree: 26
Node 996 => k-core: 19; degree: 22
Node 997 => k-core: 21; degree: 40
Node 998 => k-core: 6; degree: 6
Node 999 => k-core: 21; degree: 37
Node 1000 => k-core: 21; degree: 34
Node 1001 => k-core: 21; degree: 25
Node 1002 => k-core: 21; degree: 31
Node 1003 => k-core: 18; degree: 22
Node 1004 => k-core: 22; degree: 61
Node 1005 => k-core: 21; degree: 30
Node 1006 => k-core: 14; degree: 15
Node 1007 => k-core: 21; degree: 32
Node 1008 => k-core: 22; degree: 48
Node 1009 => k-core: 5; degree: 5
Node 1010 => k-core: 21; degree: 32
Node 1011 => k-core: 21; degree: 31
Node 1012 => k-core: 21; degree: 25
Node 1013 => k-core: 16; degree: 17
Node 1014 => k-core: 21; degree: 28
Node 1015 => k-core: 24; degree: 67
Node 1016 => k-core: 19; degree: 22
Node 1017 => k-core: 20; degree: 25
Node 1018 => k-core: 15; degree: 16
Node 1019 => k-core: 24; degree: 64
Node 1020 => k-core: 22; degree: 33
Node 1021 => k-core: 21; degree: 37
Node 1022 => k-core: 16; degree: 18
Node 1023 => k-core: 2; degree: 2
Node 1025 => k-core: 15; degree: 17
Node 1026 => k-core: 1; degree: 1
Node 1028 => k-core: 10; degree: 10
Node 1029 => k-core: 11; degree: 13
Node 1030 => k-core: 6; degree: 6
Node 1031 => k-core: 24; degree: 99
Node 1032 => k-core: 19; degree: 24
Node 1033 => k-core: 25; degree: 89


NODES IN K-CORES.....
[k-core 1]:= 162; 163; 164; 168; 172; 1026; 
[k-core 2]:= 43; 161; 176; 1023; 
[k-core 3]:= 34; 160; 173; 174; 306; 318; 408; 451; 960; 
[k-core 4]:= 6; 105; 185; 384; 544; 900; 
[k-core 5]:= 91; 129; 132; 159; 222; 300; 410; 454; 519; 626; 752; 890; 934; 950; 1009; 
[k-core 6]:= 69; 175; 205; 242; 344; 490; 543; 577; 599; 647; 711; 860; 888; 899; 921; 946; 998; 1030; 
[k-core 7]:= 42; 170; 208; 261; 373; 468; 537; 567; 568; 
[k-core 8]:= 113; 182; 183; 184; 302; 337; 342; 356; 359; 372; 396; 436; 440; 441; 442; 455; 571; 656; 673; 725; 985; 
[k-core 9]:= 56; 99; 106; 180; 258; 298; 301; 365; 457; 459; 465; 526; 552; 613; 661; 936; 984; 986; 
[k-core 10]:= 19; 20; 21; 22; 59; 62; 109; 215; 284; 285; 286; 288; 338; 386; 407; 414; 420; 429; 430; 482; 493; 548; 556; 565; 676; 744; 793; 812; 893; 916; 942; 943; 1028; 
[k-core 11]:= 74; 125; 131; 339; 349; 390; 487; 541; 586; 600; 601; 603; 622; 645; 754; 757; 838; 846; 915; 933; 939; 964; 1029; 
[k-core 12]:= 94; 100; 108; 140; 265; 383; 513; 558; 589; 591; 592; 607; 638; 640; 672; 674; 709; 871; 929; 952; 965; 
[k-core 13]:= 130; 257; 263; 291; 380; 497; 511; 555; 604; 628; 657; 663; 789; 837; 850; 857; 865; 927; 948; 955; 
[k-core 14]:= 7; 36; 38; 41; 67; 92; 97; 123; 124; 157; 158; 177; 178; 186; 187; 201; 223; 352; 364; 389; 425; 596; 605; 609; 719; 762; 765; 800; 822; 886; 947; 949; 957; 968; 1006; 
[k-core 15]:= 32; 54; 103; 141; 148; 240; 266; 283; 346; 419; 456; 473; 515; 517; 521; 578; 579; 582; 583; 590; 659; 898; 1018; 1025; 
[k-core 16]:= 1; 3; 4; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 23; 24; 26; 27; 30; 31; 33; 35; 37; 40; 48; 50; 53; 57; 58; 60; 64; 79; 101; 102; 107; 135; 227; 237; 278; 279; 280; 281; 328; 353; 411; 496; 502; 504; 506; 562; 563; 564; 569; 774; 867; 896; 897; 917; 928; 935; 963; 967; 994; 1013; 1022; 
[k-core 17]:= 83; 87; 90; 122; 138; 139; 143; 156; 192; 195; 196; 198; 229; 234; 241; 243; 244; 293; 296; 305; 343; 382; 400; 402; 415; 421; 422; 423; 424; 426; 428; 462; 466; 467; 505; 514; 522; 560; 614; 619; 620; 621; 625; 714; 737; 739; 817; 826; 827; 831; 889; 904; 905; 907; 909; 919; 922; 924; 926; 932; 937; 938; 945; 954; 958; 961; 962; 
[k-core 18]:= 2; 39; 44; 49; 52; 55; 61; 66; 73; 80; 84; 86; 88; 89; 93; 149; 246; 248; 256; 259; 262; 268; 269; 273; 276; 307; 327; 330; 369; 397; 398; 460; 489; 516; 520; 523; 524; 547; 550; 551; 553; 554; 561; 566; 593; 649; 698; 748; 777; 779; 799; 801; 828; 829; 908; 911; 959; 971; 975; 976; 977; 1003; 
[k-core 19]:= 47; 51; 63; 65; 68; 72; 75; 76; 77; 78; 81; 95; 96; 98; 104; 110; 111; 112; 114; 115; 116; 117; 118; 119; 121; 126; 133; 136; 137; 142; 144; 145; 147; 150; 151; 152; 153; 155; 181; 190; 194; 197; 199; 202; 203; 204; 206; 207; 210; 211; 212; 213; 214; 217; 218; 219; 220; 224; 225; 226; 228; 230; 232; 235; 236; 238; 247; 249; 252; 253; 255; 260; 264; 267; 271; 272; 274; 275; 277; 282; 289; 290; 292; 294; 295; 299; 303; 304; 308; 309; 310; 311; 312; 313; 314; 315; 316; 317; 319; 320; 321; 322; 323; 324; 325; 329; 331; 332; 333; 334; 335; 336; 340; 341; 345; 347; 348; 350; 351; 357; 358; 360; 361; 362; 363; 366; 367; 368; 370; 371; 374; 375; 376; 377; 378; 379; 381; 385; 388; 391; 392; 393; 394; 399; 401; 404; 405; 406; 409; 412; 413; 416; 417; 418; 427; 431; 432; 433; 434; 435; 437; 438; 439; 443; 444; 445; 446; 447; 448; 449; 452; 458; 461; 469; 470; 471; 474; 475; 476; 479; 480; 481; 483; 484; 485; 488; 491; 494; 495; 499; 501; 503; 507; 508; 512; 518; 527; 528; 529; 530; 531; 532; 533; 534; 538; 539; 570; 575; 576; 594; 606; 608; 615; 618; 629; 686; 691; 717; 723; 792; 810; 818; 852; 855; 861; 920; 925; 970; 972; 974; 979; 991; 993; 996; 1016; 1032; 
[k-core 20]:= 120; 127; 128; 134; 216; 221; 239; 245; 326; 387; 464; 477; 492; 525; 535; 536; 546; 549; 557; 559; 573; 580; 581; 633; 643; 660; 668; 681; 683; 684; 685; 687; 693; 694; 708; 815; 830; 832; 876; 910; 912; 913; 914; 918; 923; 930; 931; 940; 941; 944; 951; 953; 956; 978; 981; 982; 983; 987; 995; 1017; 
[k-core 21]:= 154; 188; 191; 231; 233; 250; 270; 287; 395; 403; 463; 472; 478; 545; 587; 588; 598; 632; 637; 648; 650; 655; 665; 667; 670; 680; 682; 690; 695; 696; 697; 699; 700; 721; 743; 751; 756; 760; 763; 787; 790; 791; 819; 820; 833; 834; 835; 883; 903; 973; 997; 999; 1000; 1001; 1002; 1005; 1007; 1010; 1011; 1012; 1014; 1021; 
[k-core 22]:= 189; 486; 500; 510; 540; 542; 572; 574; 584; 585; 595; 602; 610; 612; 616; 617; 623; 627; 630; 631; 634; 635; 636; 651; 652; 653; 654; 658; 662; 664; 666; 669; 671; 675; 678; 679; 688; 692; 703; 705; 706; 710; 713; 720; 841; 847; 854; 966; 989; 1004; 1008; 1020; 
[k-core 23]:= 728; 731; 802; 803; 808; 809; 825; 844; 848; 853; 877; 879; 884; 894; 906; 990; 992; 
[k-core 24]:= 611; 689; 702; 704; 715; 727; 759; 771; 772; 773; 776; 785; 788; 794; 806; 824; 839; 842; 843; 845; 849; 856; 858; 859; 862; 863; 864; 866; 868; 869; 870; 872; 874; 875; 878; 880; 881; 882; 885; 887; 891; 892; 902; 969; 980; 1015; 1019; 1031; 
[k-core 25]:= 450; 639; 641; 642; 644; 646; 677; 701; 707; 712; 716; 718; 722; 724; 726; 729; 730; 732; 733; 734; 735; 736; 738; 740; 741; 742; 745; 746; 747; 749; 750; 753; 755; 758; 761; 764; 766; 767; 769; 770; 775; 778; 780; 781; 782; 783; 784; 786; 795; 796; 797; 798; 804; 805; 807; 811; 813; 814; 816; 821; 823; 836; 840; 851; 873; 895; 901; 1033; 
[k-core 26]:= 
[k-core 27]:= 
[k-core 28]:= 
[k-core 29]:= 
[k-core 30]:= 
[k-core 31]:= 
[k-core 32]:= 
[k-core 33]:= 
[k-core 34]:= 
[k-core 35]:= 
[k-core 36]:= 
[k-core 37]:= 
[k-core 38]:= 
[k-core 39]:= 
[k-core 40]:= 
[k-core 41]:= 
[k-core 42]:= 
[k-core 43]:= 
[k-core 44]:= 
[k-core 45]:= 
[k-core 46]:= 
[k-core 47]:= 
[k-core 48]:= 
[k-core 49]:= 
[k-core 50]:= 
[k-core 51]:= 
[k-core 52]:= 
[k-core 53]:= 
[k-core 54]:= 
[k-core 55]:= 
[k-core 56]:= 
[k-core 57]:= 
[k-core 58]:= 
[k-core 59]:= 
[k-core 60]:= 
[k-core 61]:= 
[k-core 62]:= 
[k-core 63]:= 
[k-core 64]:= 
[k-core 65]:= 
[k-core 66]:= 
[k-core 67]:= 
[k-core 68]:= 
[k-core 69]:= 
[k-core 70]:= 
[k-core 71]:= 
[k-core 72]:= 
[k-core 73]:= 
[k-core 74]:= 
[k-core 75]:= 
[k-core 76]:= 
[k-core 77]:= 
[k-core 78]:= 
[k-core 79]:= 
[k-core 80]:= 
[k-core 81]:= 
[k-core 82]:= 
[k-core 83]:= 
[k-core 84]:= 
[k-core 85]:= 
[k-core 86]:= 
[k-core 87]:= 
[k-core 88]:= 
[k-core 89]:= 
[k-core 90]:= 
[k-core 91]:= 
[k-core 92]:= 
[k-core 93]:= 
[k-core 94]:= 
[k-core 95]:= 
[k-core 96]:= 
[k-core 97]:= 
[k-core 98]:= 
[k-core 99]:= 
[k-core 100]:= 
[k-core 101]:= 
[k-core 102]:= 
[k-core 103]:= 
[k-core 104]:= 
[k-core 105]:= 
[k-core 106]:= 
[k-core 107]:= 
[k-core 108]:= 
[k-core 109]:= 
[k-core 110]:= 
[k-core 111]:= 
[k-core 112]:= 
[k-core 113]:= 
[k-core 114]:= 
[k-core 115]:= 
[k-core 116]:= 
[k-core 117]:= 
[k-core 118]:= 
[k-core 119]:= 
[k-core 120]:= 
[k-core 121]:= 
[k-core 122]:= 
[k-core 123]:= 
[k-core 124]:= 
[k-core 125]:= 
[k-core 126]:= 
[k-core 127]:= 
[k-core 128]:= 
[k-core 129]:= 
[k-core 130]:= 
[k-core 131]:= 
[k-core 132]:= 
[k-core 133]:= 
[k-core 134]:= 
[k-core 135]:= 
[k-core 136]:= 
[k-core 137]:= 
[k-core 138]:= 
[k-core 139]:= 
[k-core 140]:= 
[k-core 141]:= 
[k-core 142]:= 
[k-core 143]:= 
[k-core 144]:= 
[k-core 145]:= 
[k-core 146]:= 
[k-core 147]:= 
[k-core 148]:= 
[k-core 149]:= 
[k-core 150]:= 
[k-core 151]:= 
[k-core 152]:= 
[k-core 153]:= 
[k-core 154]:= 
[k-core 155]:= 
[k-core 156]:= 
[k-core 157]:= 
[k-core 158]:= 
[k-core 159]:= 
[k-core 160]:= 
[k-core 161]:= 
[k-core 162]:= 
[k-core 163]:= 
[k-core 164]:= 
[k-core 165]:= 
[k-core 166]:= 
[k-core 167]:= 
[k-core 168]:= 
[k-core 169]:= 
[k-core 170]:= 
[k-core 171]:= 
[k-core 172]:= 
[k-core 173]:= 
[k-core 174]:= 
[k-core 175]:= 
[k-core 176]:= 
[k-core 177]:= 
[k-core 178]:= 
[k-core 179]:= 
[k-core 180]:= 
[k-core 181]:= 
[k-core 182]:= 
[k-core 183]:= 
[k-core 184]:= 
[k-core 185]:= 
[k-core 186]:= 
[k-core 187]:= 
[k-core 188]:= 
[k-core 189]:= 
[k-core 190]:= 
[k-core 191]:= 
[k-core 192]:= 
[k-core 193]:= 
[k-core 194]:= 
[k-core 195]:= 
[k-core 196]:= 
[k-core 197]:= 
[k-core 198]:= 
[k-core 199]:= 
[k-core 200]:= 
[k-core 201]:= 
[k-core 202]:= 
[k-core 203]:= 
[k-core 204]:= 
[k-core 205]:= 
[k-core 206]:= 
[k-core 207]:= 
[k-core 208]:= 
[k-core 209]:= 
[k-core 210]:= 
[k-core 211]:= 
[k-core 212]:= 
[k-core 213]:= 
[k-core 214]:= 
[k-core 215]:= 
[k-core 216]:= 
[k-core 217]:= 
[k-core 218]:= 
[k-core 219]:= 
[k-core 220]:= 
[k-core 221]:= 
[k-core 222]:= 
[k-core 223]:= 
[k-core 224]:= 
[k-core 225]:= 
[k-core 226]:= 
[k-core 227]:= 
[k-core 228]:= 
[k-core 229]:= 
[k-core 230]:= 
[k-core 231]:= 
[k-core 232]:= 
[k-core 233]:= 
[k-core 234]:= 
[k-core 235]:= 
[k-core 236]:= 
[k-core 237]:= 
[k-core 238]:= 
[k-core 239]:= 
[k-core 240]:= 
[k-core 241]:= 

